,name,review_count,rating,price,phone,display_phone,distance,lat,lng,zipcode,city,Median Home Value,Median Household Income,Population Density
531,El  Mar Azul,95,3.5,$,+13233277744,(323) 327-7744,11685.771780296485,34.09966,-118.20347,90042,Highland Park,382100.0,50996.0,13444.0
532,Galvan Food Catering Truck,10,4.5,$,+13103084453,(310) 308-4453,19701.739853489868,34.0391159057617,-118.533500671387,90272,Pacific Palisades,1000001.0,159696.0,1007.0
533,Tacos Y Cemitas El Monchis,15,4.0,$,+13236031856,(323) 603-1856,15828.811960770643,34.02207,-118.15641,90022,East Los Angeles,294800.0,38925.0,15334.0
534,Sonic's BBQ,7,4.0,$,+15626164532,(562) 616-4532,32990.96540095516,33.7962799072266,-118.191459655762,90806,Long Beach,358400.0,42998.0,12327.0
535,Sweet E's Bake Shop Dessert Truck,53,3.5,$,+13234228885,(323) 422-8885,4512.603210487351,34.0726398542254,-118.368520035599,90048,Los Angeles,941100.0,72701.0,11350.0
536,Adelita's,1,4.0,$,,,2709.1762568944437,34.0576217,-118.292364,90005,Los Angeles,633600.0,31893.0,34761.0
537,Tacos Arandinos,14,4.5,$,+13235524604,(323) 552-4604,15060.842035512629,34.0286837,-118.163249,90022,Los Angeles,294800.0,38925.0,15334.0
538,Tacos Alvarado,48,4.5,$,+18185641084,(818) 564-1084,28885.657342761922,34.20052,-118.58649,91306,Los Angeles,357500.0,61112.0,10889.0
539,Me So Hungry Food Truck,5,3.0,$$,+13103630946,(310) 363-0946,12914.595802913525,34.03134,-118.45671,90064,Los Angeles,904200.0,84579.0,6350.0
540,Tacos Los Carnalillos Taco Truck,145,4.0,$,+13232283605,(323) 228-3605,7374.787215404321,34.0039082,-118.2818791,90037,Los Angeles,271400.0,26796.0,21941.0
541,El Chilanguito,18,3.5,$,+18186195320,(818) 619-5320,29909.158753380612,34.26401,-118.53473,91326,Los Angeles,611800.0,99230.0,4131.0
542,Taco City,16,4.0,$,+13237742007,(323) 774-2007,1604.6161230137811,34.0472770139406,-118.323604847886,90019,Los Angeles,617300.0,42043.0,16578.0
543,Aloha Fridays,73,3.5,$,+18189615918,(818) 961-5918,22108.819267810934,34.21745,-118.47036,91406,Van Nuys,361600.0,49231.0,6340.0
544,Tacos Santa Rita,11,4.5,$,+13235822640,(323) 582-2640,12297.005702834784,34.0507650025231,-118.188537880187,90063,Los Angeles,273400.0,38441.0,17038.0
545,Taqueria La Guadalupana,69,4.5,$,+13235940509,(323) 594-0509,9047.54741606432,34.10272,-118.2366,90065,Los Angeles,453400.0,53635.0,8625.0
546,Tacos El Pastor,2,3.0,$,+12138582481,(213) 858-2481,16209.118941055562,33.9872,-118.47258,90291,Los Angeles,992700.0,79736.0,11359.0
547,Tropical Food Truck,3,3.5,$,+14086071987,(408) 607-1987,2244.1898185687837,34.04749,-118.34694,90019,Los Angeles,617300.0,42043.0,16578.0
548,Crepes gone Wild,31,4.0,$,+13234435857,(323) 443-5857,17315.57393141393,34.0170635508444,-118.141303549015,90022,East Los Angeles,294800.0,38925.0,15334.0
549,Rafa's lunch truck,28,4.5,$,+13107367830,(310) 736-7830,18148.44938590184,33.90155,-118.28217,90248,Gardena,360000.0,52013.0,2119.0
550,Manny's Tacos,104,3.5,$,+15626610459,(562) 661-0459,25111.710702278877,33.87437,-118.16903,90805,Long Beach,282000.0,44070.0,12692.0
551,Tacos Los Primos,101,4.0,$,,,28366.779910437916,33.9523468736131,-118.041609215571,90605,Whittier,357100.0,67482.0,7136.0
552,Dream Donut Truck,27,5.0,$$$,+18189256338,(818) 925-6338,13291.558990398522,34.18087,-118.33078,91506,Burbank,520200.0,71914.0,7726.0
553,Mamakingstonkitchen,11,2.0,$$,,,4973.809077376652,34.0981801678305,-118.352443948388,90046,Los Angeles,873100.0,52641.0,8405.0
554,Los Tacos,439,3.5,$$,+13238489141,(323) 848-9141,5005.074716813676,34.0906851,-118.3631966,90046,W Hollywood,873100.0,52641.0,8405.0
556,Dulce Canella,63,4.0,$,+15626416765,(562) 641-6765,22066.013783609003,33.8939935697781,-118.193237408996,90221,East Compton,237100.0,42853.0,10072.0
557,Frank's Tacos Bar,7,5.0,$,+15622057211,(562) 205-7211,21989.945758799357,33.9426172746334,-118.130828338586,90241,Downey,439600.0,56479.0,8607.0
558,Al Sazón Food Truck,7,3.5,$$,+18184823778,(818) 482-3778,26906.94735225488,34.2914715980784,-118.412707820535,91042,Los Angeles,404600.0,57500.0,553.0
559,Berry Fields,3,2.5,$$,+13104256490,(310) 425-6490,12955.658584494116,34.0487166,-118.4615024,90025,Los Angeles,669100.0,73478.0,16402.0
560,Tacos Reyes,30,4.5,$,,,25495.2296988558,34.1979,-118.53562,91335,Los Angeles,332900.0,51266.0,11328.0
561,Cemitas La China Poblana,204,3.5,$,+13232638310,(323) 263-8310,12186.06046585435,34.0254872668937,-118.196503417203,90023,Los Angeles,287500.0,33849.0,10866.0
562,The Empanada Factory,312,4.0,$,+13108365944,(310) 836-5944,6690.64072945432,34.038745880127,-118.388565063477,90034,Los Angeles,637100.0,56946.0,18621.0
563,Tortas Gigantes Estilo D.f,6,4.0,$$,,,11011.652070531845,33.9890981504117,-118.239974633884,90058,Los Angeles,191100.0,16750.0,555.0
564,Bistroalacarte,5,4.0,$$,+13237884856,(323) 788-4856,3170.6091520674486,34.04471,-118.34896,90019,Los Angeles,617300.0,42043.0,16578.0
565,Tacos Super Gallito,16,3.0,$,+13234062556,(323) 406-2556,5906.69795989951,34.035831,-118.377503,90034,Los Angeles,637100.0,56946.0,18621.0
566,HotBox Burgers,14,4.0,$,+13235457638,(323) 545-7638,5872.727247845314,34.011074,-118.302835,90062,Los Angeles,278700.0,33192.0,16973.0
567,Fluff Ice Truck,28,4.5,$,+16264000594,(626) 400-0594,22642.35594466896,34.05942,-118.07558,91770,Rosemead,414000.0,47373.0,9668.0
568,El Gran Burrito,337,3.5,$,+13236658720,(323) 665-8720,4179.240328021626,34.0906490990344,-118.292603174224,90029,Los Angeles,511100.0,36979.0,28359.0
569,Tuesday Food Truck Night,7,3.5,$$,,,24578.29514363898,33.9700262,-118.0786665,90606,Whittier,328200.0,61800.0,8564.0
